Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name
ENSGALG00000012092	7	28286840	28313799	-1	ESYT3
ENSGALG00000016562	1	123471156	123482949	1	ASB11
ENSGALG00000046567	4	85706905	85709302	-1	
ENSGALG00000014464	3	37651044	37698782	-1	MTR
ENSGALG00000044327	4	85682070	85684250	-1	
ENSGALG00000051385	5	51888663	51890054	1	
ENSGALG00000030822	6	19523159	19537670	-1	DRGX
ENSGALG00000025174	5	51799321	51799406	-1	gga-mir-1771
ENSGALG00000016559	1	123457973	123467284	1	PIGA
ENSGALG00000012087	7	28275428	28285479	1	CEP70
ENSGALG00000027353	6	19504129	19508694	1	C10orf71
ENSGALG00000047885	3	37545247	37545313	1	gga-mir-135b
ENSGALG00000039779	14	12743712	12746237	-1	NUDT16L1
ENSGALG00000014812	1	80053840	80093005	-1	SIDT1
ENSGALG00000044755	4	85681134	85784648	-1	
ENSGALG00000008257	3	3201470	3222450	1	MERTK
ENSGALG00000006174	6	19392946	19425288	-1	VSTM4
ENSGALG00000042322	14	12733908	12739669	1	NAA60
ENSGALG00000031560	1	80019464	80043397	1	USF3
ENSGALG00000003906	10	6237778	6318535	-1	MPHOSPH10
ENSGALG00000048372	6	19360180	19373871	1	
ENSGALG00000012082	7	28267680	28275742	-1	FAIM
ENSGALG00000048822	3	3193235	3196439	1	
ENSGALG00000038559	4	85657238	85736578	-1	CD8A
ENSGALG00000034380	14	12719002	12725543	1	C7orf26
ENSGALG00000033889	1	79997432	80017359	1	NAA50
ENSGALG00000011620	5	51789219	51852080	-1	AKT1
ENSGALG00000050564	6	19358682	19386012	1	
ENSGALG00000008976	2	20850062	20974465	1	ADAM22
ENSGALG00000016558	1	123415471	123448479	1	VEGFD
ENSGALG00000053919	6	19348512	19355133	-1	LRRC18
ENSGALG00000011619	5	51773814	51775775	1	SIVA1
ENSGALG00000017142	1	180486091	180524977	1	PSPC1
ENSGALG00000045511	7	28261411	28270003	1	PARP9
ENSGALG00000041066	14	12712359	12718382	-1	DNASE1
ENSGALG00000044177	10	6221486	6238927	-1	FAN1
ENSGALG00000011618	5	51739659	51762064	1	ADSS1
ENSGALG00000002499	23	4494059	4529122	-1	
ENSGALG00000021552	18	4067497	4068773	-1	RASL10A
ENSGALG00000053912	1	143003417	143004865	1	
ENSGALG00000054103	13	500024	506883	1	
ENSGALG00000012075	7	28256073	28261454	-1	DTX3L
ENSGALG00000033259	5	28513728	28530404	1	SRSF5A
ENSGALG00000045327	1	142939779	142941095	1	
ENSGALG00000027316	25	2365500	2366777	1	CRNN
ENSGALG00000003596	14	1723283	1795839	1	TRRAP
ENSGALG00000008381	7	11505507	11516967	-1	TMEM237
ENSGALG00000000608	11	18870452	18879210	1	CDH1
ENSGALG00000053966	25	2350900	2354085	-1	
ENSGALG00000013569	2	89693065	89697358	-1	SEC61B
ENSGALG00000048309	1	142895982	142899302	-1	
ENSGALG00000009455	6	31307241	31321417	-1	MCMBP
ENSGALG00000043421	1	180409378	180447674	-1	
ENSGALG00000046313	14	12708735	12711732	-1	DNASE1L2
ENSGALG00000015815	4	85631638	85652848	1	RMND5A
ENSGALG00000049308	5	51719243	51729815	1	
ENSGALG00000013590	4	62763514	62772379	1	
ENSGALG00000049532	1	142769789	142770952	1	
ENSGALG00000003703	28	4258017	4262921	-1	USE1
ENSGALG00000017302	1	195701721	195741913	1	SLCO2B1
ENSGALG00000012072	7	28237978	28253588	-1	
ENSGALG00000016557	1	123334097	123360200	-1	BMX
ENSGALG00000006165	6	19271811	19318331	1	
ENSGALG00000021627	23	4490448	4491440	1	IFI27L2
ENSGALG00000005332	12	7450925	7616503	1	CACNA1D
ENSGALG00000018300	23	4489878	4489956	1	gga-mir-133c
ENSGALG00000003883	10	6184394	6221492	1	MTMR10
ENSGALG00000018299	23	4489739	4489802	1	gga-mir-1b
ENSGALG00000007098	1	15477557	15560977	1	KIF21A
ENSGALG00000015809	4	85608943	85626485	-1	RNF103
ENSGALG00000054908	23	4488492	4488547	1	gga-mir-12248
ENSGALG00000027705	2	89590977	89591095	-1	
ENSGALG00000008254	3	3158895	3193023	-1	ANAPC1
ENSGALG00000031563	14	12703654	12708714	1	ECI1
ENSGALG00000054917	6	19233501	19236981	-1	
ENSGALG00000018257	10	6140962	6141062	1	gga-mir-204-2
ENSGALG00000017139	1	180355361	180392875	-1	
ENSGALG00000025242	10	6140689	6140762	1	gga-mir-1574
ENSGALG00000016554	1	123308765	123331190	1	ACE2
ENSGALG00000026422	7	28217915	28235171	-1	
ENSGALG00000043556	Z	59778403	59879799	-1	
ENSGALG00000017137	1	180313130	180314665	1	GJA3
ENSGALG00000029168	1	123281269	123301148	1	
ENSGALG00000020923	10	20425798	20428453	-1	GNRHR
ENSGALG00000054721	25	2345130	2346915	-1	
ENSGALG00000006137	6	19118047	19156066	-1	
ENSGALG00000015805	4	85603433	85607432	-1	
ENSGALG00000008963	2	20828415	20844335	1	DBF4
ENSGALG00000022720	1	180296063	180296740	1	GJB2
ENSGALG00000014800	1	79969020	79998068	-1	ATP6V1A
ENSGALG00000048789	1	180296030	180296344	-1	
ENSGALG00000016552	1	123259095	123270120	-1	ZRSR2
ENSGALG00000051135	3	3133521	3141086	1	BCL2L11
ENSGALG00000017136	1	180268523	180278083	1	GJB6
ENSGALG00000053112	6	19012322	19019069	-1	
ENSGALG00000012067	7	28207851	28216993	-1	LMLN
ENSGALG00000002445	23	4459155	4486555	1	KIAA0319L
ENSGALG00000008233	3	3107742	3127503	1	BUB1
ENSGALG00000054474	Z	59770271	59779634	-1	
ENSGALG00000019662	2	20813825	20827731	-1	SLC25A40
ENSGALG00000015803	4	85573746	85600909	1	KDM3A
ENSGALG00000030826	14	12684836	12701562	-1	CLCN7
ENSGALG00000042554	1	15407886	15449742	1	ABCD2
ENSGALG00000041547	12	7384085	7412900	-1	DCP1A
ENSGALG00000017135	1	180188436	180238997	1	CRYL1
ENSGALG00000011608	5	51691469	51709667	1	
ENSGALG00000051502	Z	59697016	59762405	-1	
ENSGALG00000047856	4	85499594	85499656	-1	gga-mir-12275
ENSGALG00000016551	1	123220541	123254525	1	AP1S2
ENSGALG00000035940	1	15243988	15377569	1	SLC2A13
ENSGALG00000017932	4	62283776	62283940	-1	U1
ENSGALG00000012061	7	28185901	28203831	1	
ENSGALG00000007084	1	79964642	79968560	1	DUSP12
ENSGALG00000032066	Z	59619650	59684887	-1	
ENSGALG00000014453	1	79952697	79957248	-1	FAM46C
ENSGALG00000017134	1	180148363	180181761	-1	IFT88
ENSGALG00000035580	27	8012005	8018369	-1	MPP2
ENSGALG00000006843	9	12577515	12614155	-1	NCBP2
ENSGALG00000013568	2	89365079	89385555	-1	NR4A3
ENSGALG00000004529	15	6236515	6242716	-1	VPS29
ENSGALG00000010440	8	22150522	22174621	-1	MKNK1
ENSGALG00000015458	1	93259644	93288991	1	ILDR2
ENSGALG00000008198	3	3091851	3106753	1	TPCN3
ENSGALG00000008954	2	20768642	20810312	1	RUNDC3B
ENSGALG00000013022	1	61134027	61599794	1	CACNA1C
ENSGALG00000052233	4	61878070	61879305	-1	
ENSGALG00000002408	23	4453389	4458518	-1	NCDN
ENSGALG00000050058	4	85498153	85557858	-1	REEP1
ENSGALG00000050205	6	985563	992761	-1	
ENSGALG00000053132	1	195654498	195660381	1	
ENSGALG00000027448	27	7993206	7993268	1	
ENSGALG00000050822	25	2340862	2342229	-1	
ENSGALG00000040758	28	4218437	4253117	-1	INSR
ENSGALG00000038512	9	12538281	12559258	1	AGTR1
ENSGALG00000003569	14	1712152	1721236	-1	TMEM130
ENSGALG00000008378	12	19736835	19803309	-1	SRGAP3
ENSGALG00000009445	6	31268250	31304876	1	INPP5F
ENSGALG00000025335	8	22123280	22123365	1	
ENSGALG00000050789	6	969197	969274	1	gga-mir-7478
ENSGALG00000032499	1	195634141	195636411	-1	ANAPC15
ENSGALG00000015205	Z	30823102	30833822	-1	TYRP1
ENSGALG00000029799	25	2335912	2338694	1	
ENSGALG00000001725	18	4009885	4059271	1	TNRC6C
ENSGALG00000012059	7	28150921	28172550	-1	OSBPL11
ENSGALG00000005309	12	7348689	7371332	-1	TKT
ENSGALG00000040007	1	180137515	180137865	-1	IL17D
ENSGALG00000010436	8	22017662	22023808	-1	DMBX1
ENSGALG00000029175	1	142513096	142555148	1	EFNB2
ENSGALG00000025915	Z	59536399	59549088	1	ARRDC3
ENSGALG00000006109	6	19006936	19110449	1	MAPK8
ENSGALG00000011590	5	51598336	51605594	-1	TMEM179
ENSGALG00000022950	4	85493267	85495164	1	MRPL35
ENSGALG00000039497	23	4435349	4450593	-1	TFAP2E
ENSGALG00000012055	7	28122092	28146591	1	
ENSGALG00000008195	3	3072614	3092030	-1	NPHP1
ENSGALG00000026421	23	4418139	4426935	1	PSMB2
ENSGALG00000017133	1	180122191	180131960	1	EEF1AKMT1
ENSGALG00000008272	10	20422863	20424795	1	TMED3
ENSGALG00000040598	9	12476302	12476411	-1	gga-mir-6611
ENSGALG00000029932	Z	30770192	30796780	-1	LURAP1L
ENSGALG00000031497	6	918364	920573	1	
ENSGALG00000031726	3	104543182	104547654	-1	MAPRE3
ENSGALG00000049580	Z	30442781	30444658	1	
ENSGALG00000049198	Z	30399134	30399228	-1	
ENSGALG00000030576	10	20420143	20421618	1	
ENSGALG00000035375	1	195632213	195634015	1	LRTOMT
ENSGALG00000049060	25	2319175	2321665	-1	
ENSGALG00000027779	Z	58822719	58822905	-1	
ENSGALG00000011581	5	50931834	50997535	1	KIF26A
ENSGALG00000027960	1	123085239	123107985	-1	GRPR
ENSGALG00000027907	Z	58579552	58587854	-1	NR2F1
ENSGALG00000018259	10	20409572	20409645	1	gga-mir-184
ENSGALG00000047718	Z	30305109	30306674	1	
ENSGALG00000052740	3	104542276	104542439	-1	U1
ENSGALG00000051984	11	18864163	18869862	1	
ENSGALG00000035717	21	6542875	6568734	1	HSPG2
ENSGALG00000016438	Z	82200619	82223072	-1	MELK
ENSGALG00000049399	30	1350620	1359010	-1	DCAF15
ENSGALG00000050119	1	195624139	195629416	-1	LAMTOR1
ENSGALG00000050302	Z	29499350	29500837	1	
ENSGALG00000031281	3	104535958	104539304	-1	
ENSGALG00000002765	27	7990870	8009225	1	NBR1
ENSGALG00000040532	9	12074565	12078458	1	ZIC1
ENSGALG00000051202	1	195622148	195623937	1	
ENSGALG00000009433	6	31229092	31246998	1	BAG3
ENSGALG00000054237	Z	29494867	29494961	-1	
ENSGALG00000016855	1	142495383	142506971	1	ARGLU1
ENSGALG00000008676	3	15616824	15644373	1	RRBP1
ENSGALG00000012123	5	5444151	5461448	-1	PAX6
ENSGALG00000029536	24	77314	151086	-1	VPS11
ENSGALG00000051443	23	4394410	4396671	1	C1orf216
ENSGALG00000053556	Z	29368981	29370468	1	
ENSGALG00000047911	25	2305874	2309799	-1	
ENSGALG00000006810	9	12056956	12064322	-1	ZIC4
ENSGALG00000050727	Z	29432826	29434268	-1	
ENSGALG00000033404	33	7203263	7213958	1	RARG
ENSGALG00000003572	28	4172075	4211793	-1	ARHGEF18
ENSGALG00000022762	1	142238918	142254571	1	
ENSGALG00000023882	3	3067991	3070900	-1	MALL
ENSGALG00000051711	6	813917	901213	-1	
ENSGALG00000010433	8	21981390	21991112	-1	
ENSGALG00000018329	5	50883048	50883145	1	gga-mir-203a
ENSGALG00000037983	14	12661871	12678159	-1	LUC7L
ENSGALG00000010812	3	37258840	37528009	-1	RYR2
ENSGALG00000015783	4	85480276	85493124	-1	IMMT
ENSGALG00000003849	10	6125779	6175117	1	TRPM1
ENSGALG00000038752	12	7333284	7346198	1	
ENSGALG00000008182	3	3044379	3055276	-1	CHAC2
ENSGALG00000043133	14	12661769	12661839	-1	gga-mir-1564
ENSGALG00000017132	1	180044064	180112332	1	XPO4
ENSGALG00000011572	5	50822509	50872096	1	ASPG
ENSGALG00000012052	7	28087994	28116724	-1	SNX4
ENSGALG00000053916	2	20712045	20753904	-1	ABCB1
ENSGALG00000014661	Z	58296404	58559444	1	FAM172A
ENSGALG00000017860	4	85470899	85471041	1	SNORD94
ENSGALG00000014794	1	79906673	79928553	1	GDAP2
ENSGALG00000052158	1	142112756	142116037	1	
ENSGALG00000008373	7	11490898	11499873	1	STRADB
ENSGALG00000050857	6	18988964	19006416	-1	PTPN20
ENSGALG00000002346	23	4371910	4385436	1	CLSPN
ENSGALG00000008176	3	3041079	3073674	1	ASB3
ENSGALG00000053657	1	179980747	180021121	1	LATS2
ENSGALG00000031303	14	12643211	12658411	-1	FAM234A
ENSGALG00000005249	12	7222115	7298893	-1	BICD2
ENSGALG00000005985	6	18850965	18862872	-1	GDF10
ENSGALG00000048226	5	50805289	50817349	1	
ENSGALG00000017129	1	179947226	179950091	-1	SAP18
ENSGALG00000026590	10	6022200	6048656	-1	KLF13
ENSGALG00000005981	6	18841742	18845428	-1	GDF2
ENSGALG00000014664	Z	58062811	58282346	1	KIAA0825
ENSGALG00000016549	1	122843957	122900758	1	CTPS2
ENSGALG00000008262	10	20370328	20388562	-1	RASGRF1
ENSGALG00000054823	3	104528617	104532206	1	SLC30A3
ENSGALG00000008172	3	3030269	3041396	-1	ERLEC1
ENSGALG00000047513	10	5964740	5964788	1	
ENSGALG00000005978	6	18815478	18829935	-1	RBP3
ENSGALG00000012049	7	28037739	28054010	-1	ZNF148
ENSGALG00000007161	1	15135366	15199297	-1	LRRK2
ENSGALG00000008912	2	20665075	20706383	-1	ABCB1
ENSGALG00000017128	1	179931545	179940988	1	SKA3
ENSGALG00000041344	2	121272547	121278022	1	FABP5
ENSGALG00000040648	14	12636579	12640641	1	RGS11
ENSGALG00000008166	3	3021579	3025935	-1	TLR15
ENSGALG00000011565	5	50786850	50808516	1	TDRD9
ENSGALG00000003802	10	5926089	5995672	1	OTUD7A
ENSGALG00000039783	1	179929406	179931454	-1	MRPL57
ENSGALG00000045127	7	28024536	28030214	-1	
ENSGALG00000008165	3	3016904	3018514	1	GPR75
ENSGALG00000037867	2	121261331	121266050	1	MRPL53
ENSGALG00000010778	3	36486653	36741396	-1	CHRM3
ENSGALG00000016548	1	122824941	122843890	-1	SYAP1
ENSGALG00000005975	6	18791954	18809656	1	ZNF488
ENSGALG00000014791	1	79884289	79906621	-1	WDR3
ENSGALG00000015773	4	85464568	85479658	1	PTCD3
ENSGALG00000027932	Z	58014953	58053068	-1	SLF1
ENSGALG00000027643	5	50768169	50771131	-1	RD3L
ENSGALG00000039713	23	4358966	4370617	-1	AGO4
ENSGALG00000034188	2	121112771	121187441	-1	PAG1
ENSGALG00000008813	2	20644330	20664067	1	CROT
ENSGALG00000049395	14	12632513	12635953	-1	
ENSGALG00000012045	7	27987357	28007534	-1	
ENSGALG00000053706	5	50759147	50764469	-1	C14orf2
ENSGALG00000017126	1	179883997	179922552	1	ZDHHC20
ENSGALG00000044940	10	5854816	5859319	-1	GCNT3
ENSGALG00000031427	3	36299716	36441865	-1	
ENSGALG00000005237	12	7107979	7211462	-1	FGD3
ENSGALG00000043833	2	20623118	20628042	-1	OLAH
ENSGALG00000051035	25	2303369	2303920	1	
ENSGALG00000050660	1	142111064	142112575	1	
ENSGALG00000003562	14	1586869	1639631	1	NPTX2
ENSGALG00000016547	1	122800841	122819731	-1	TXLNG
ENSGALG00000040070	14	12628861	12633440	-1	PDIA2
ENSGALG00000003793	10	5843239	5848304	1	GTF2A2
ENSGALG00000043190	1	79846657	79883832	1	
ENSGALG00000049212	6	811844	811921	1	gga-mir-7478
ENSGALG00000009927	1	35332501	35366120	1	RAP1B
ENSGALG00000055021	3	36252106	36294690	1	GREM2
ENSGALG00000019663	2	20619979	20622930	1	ACBD7
ENSGALG00000002249	23	4331597	4354226	-1	AGO1
ENSGALG00000030011	2	121005791	121083584	-1	ZNF704
ENSGALG00000011548	5	50687646	50750275	-1	PPP1R13B
ENSGALG00000038160	4	85439553	85464361	-1	
ENSGALG00000011813	7	27951577	27971764	-1	HEG1
ENSGALG00000005969	6	18741815	18788695	-1	ANTXRL
ENSGALG00000003788	10	5823812	5839785	1	BNIP2
ENSGALG00000014668	Z	57735038	57998974	1	MCTP1
ENSGALG00000008163	3	2948220	3011913	1	PSME4
ENSGALG00000017125	1	179741155	179876036	1	MICU2
ENSGALG00000025886	12	7057412	7082243	-1	SUSD3
ENSGALG00000008794	2	20616815	20619955	-1	RPP38
ENSGALG00000016546	1	122788545	122796822	1	RBBP7
ENSGALG00000050269	4	85433935	85440877	-1	
ENSGALG00000027189	21	6536827	6537932	-1	
ENSGALG00000029402	14	12551591	12627669	1	AXIN1
ENSGALG00000005956	6	18712501	18725961	-1	
ENSGALG00000025800	21	6530136	6533418	-1	
ENSGALG00000027498	10	5695022	5699694	-1	
ENSGALG00000026994	1	141812286	141815233	1	
ENSGALG00000000549	11	18861162	18862768	-1	URAH
ENSGALG00000035228	1	79791824	79866172	1	
ENSGALG00000026154	12	7037584	7054038	-1	
ENSGALG00000008791	2	20585985	20613422	1	NMT2
ENSGALG00000044037	Z	57677180	57710787	-1	FAM81B
ENSGALG00000027632	3	2880596	2928699	-1	ACYP2
ENSGALG00000050725	21	6529340	6530469	1	SVBP
ENSGALG00000005923	6	18684046	18690552	1	NPY4R
ENSGALG00000007183	1	15105451	15128477	1	ERGIC2
ENSGALG00000011534	5	50675344	50685676	1	ZFYVE21
ENSGALG00000011806	7	27920485	27939639	-1	
ENSGALG00000028437	21	6524865	6528779	1	TRIM62
ENSGALG00000033260	4	85384333	85405148	-1	ST3GAL5
ENSGALG00000043909	6	18666888	18670807	1	
ENSGALG00000025748	1	179686487	179717720	-1	FGF9
ENSGALG00000026891	12	7012303	7029920	1	NINJ1
ENSGALG00000008764	2	20492485	20575251	1	FAM171A1
ENSGALG00000046657	2	120945654	120955240	1	
ENSGALG00000014776	1	79496664	79585348	1	TBX15
ENSGALG00000044811	6	18655953	18660462	1	
ENSGALG00000031832	22	3034645	3047948	1	IKBKB
ENSGALG00000027696	28	4163816	4165585	1	
ENSGALG00000026558	21	6507249	6510571	-1	ZNF362
ENSGALG00000007473	14	12534726	12537892	1	MRPL28
ENSGALG00000033083	4	85314167	85334055	1	ATOH8
ENSGALG00000004515	15	6226114	6237789	1	
ENSGALG00000040055	6	787301	790494	1	
ENSGALG00000039532	21	6504558	6505987	1	PHC2
ENSGALG00000052037	2	120928275	120932986	1	
ENSGALG00000029766	7	27871850	27912771	-1	ITGB5
ENSGALG00000043327	21	6500073	6502229	1	
ENSGALG00000026188	14	12517354	12531571	1	PGAP6
ENSGALG00000014772	1	79431556	79472851	1	WARS2
ENSGALG00000016545	1	122667268	122766511	-1	REPS2
ENSGALG00000037525	4	85064209	85229240	-1	FGFRL1
ENSGALG00000034376	2	120907231	120926733	1	
ENSGALG00000043711	23	4307437	4329236	-1	AGO3
ENSGALG00000043234	14	12510348	12511196	1	HBA1
ENSGALG00000014766	1	79328749	79338994	-1	HAO2
ENSGALG00000011770	7	27861069	27866904	1	UMPS
ENSGALG00000011533	5	50665051	50674947	-1	XRCC3
ENSGALG00000031597	14	12507333	12508287	1	HBAD
ENSGALG00000003770	10	5524170	5556443	1	ANXA2
ENSGALG00000023740	14	12503627	12505300	1	HBZ
ENSGALG00000017122	1	178989722	179102539	-1	SGCG
ENSGALG00000012127	5	5303921	5477496	1	ELP4
ENSGALG00000016854	1	141655789	141659420	1	LIG4
ENSGALG00000040805	4	84908686	84927893	1	RNF212
ENSGALG00000050866	1	79311694	79327367	-1	HSD3B1
ENSGALG00000014670	Z	57629183	57671044	1	TTC37
ENSGALG00000040167	2	120793736	120829098	-1	TPD52
ENSGALG00000004889	21	6460791	6475374	-1	SLC2A1
ENSGALG00000005914	6	18616583	18647534	-1	FAM21C
ENSGALG00000016324	3	88374105	88384918	1	GSTA4
ENSGALG00000016543	1	122350876	122496961	-1	NHS
ENSGALG00000015722	4	84902870	84908132	1	TMED11
ENSGALG00000036749	2	120718609	120796159	-1	MRPS28
ENSGALG00000007917	1	15053471	15105407	-1	LAMB4
ENSGALG00000002319	23	4293444	4298380	-1	TEKT2
ENSGALG00000033138	21	6447139	6456691	1	ZMYND12
ENSGALG00000016322	3	88359782	88366861	1	
ENSGALG00000014722	1	79179715	79187290	-1	
ENSGALG00000005893	6	18594248	18614513	-1	ZFAND4
ENSGALG00000035031	2	120664931	120667575	-1	HEY1
ENSGALG00000017926	3	88359209	88359537	-1	7SK
ENSGALG00000048639	3	88358467	88358775	1	
ENSGALG00000004882	21	6444377	6447573	-1	PPCS
ENSGALG00000007456	14	12457406	12499797	-1	NPRL3
ENSGALG00000002304	23	4288423	4294399	-1	ADPRHL2
ENSGALG00000017120	1	178932916	178982063	1	SACS
ENSGALG00000029512	3	2697040	2819577	-1	SPTBN1
ENSGALG00000014908	Z	16072541	16079179	1	FST
ENSGALG00000039772	3	35972263	36229904	1	RGS7
ENSGALG00000011528	5	50621149	50662604	1	
ENSGALG00000002298	23	4279194	4285138	1	COL8A2
ENSGALG00000034698	1	79164856	79169339	-1	TMEM52B
ENSGALG00000016541	1	122293276	122340369	-1	
ENSGALG00000000540	11	18853533	18862046	1	GAS8
ENSGALG00000040244	18	3765314	3832983	1	SEPTIN9
ENSGALG00000014672	Z	57617708	57629190	-1	ARSK
ENSGALG00000016321	3	88342284	88357572	1	CILK1
ENSGALG00000039690	2	120607154	120640534	1	STMN2
ENSGALG00000038433	4	84851297	84898911	1	SPON2
ENSGALG00000046000	10	5497546	5524335	1	ICE2
ENSGALG00000052844	30	1342526	1349350	1	
ENSGALG00000047346	15	6215629	6217853	1	
ENSGALG00000014723	1	79147794	79157641	-1	GABARAPL1
ENSGALG00000008747	2	20336331	20435530	1	ITGA8
ENSGALG00000028394	Z	15959934	15960039	1	
ENSGALG00000052799	21	6426944	6443949	-1	
ENSGALG00000052387	2	120529859	120532912	-1	
ENSGALG00000049024	18	3703058	3711715	1	CD7
ENSGALG00000032746	2	136526177	136595461	-1	ENPP2
ENSGALG00000006807	9	11740248	11751391	-1	PLSCR5
ENSGALG00000014759	1	79114221	79129925	1	STYK1
ENSGALG00000016538	1	122146582	122148228	-1	RAI2
ENSGALG00000048058	2	120392932	120392971	1	
ENSGALG00000002284	23	4245909	4251135	1	TRAPPC3
ENSGALG00000038850	12	6869736	6975801	-1	WNK2
ENSGALG00000014673	Z	57610727	57613816	-1	RFESD
ENSGALG00000028691	14	12442148	12455061	1	MPG
ENSGALG00000027216	10	5385940	5386106	1	
ENSGALG00000037413	2	120316700	120326139	-1	IL7
ENSGALG00000042936	1	79105078	79108598	-1	SYCE3
ENSGALG00000044519	5	50603438	50612232	1	COA8
ENSGALG00000035932	2	120286814	120304293	1	ZC2HC1A
ENSGALG00000007905	1	15009296	15165846	-1	LAMB1
ENSGALG00000016537	1	122078244	122134183	1	SCML2
ENSGALG00000031062	5	50598446	50603397	-1	BAG5
ENSGALG00000016320	3	88320831	88338333	-1	FBXO9
ENSGALG00000004878	21	6417028	6426299	-1	
ENSGALG00000005867	6	18496927	18582316	-1	MARCH8
ENSGALG00000031890	1	79075430	79099949	1	YBX3
ENSGALG00000053281	2	120210420	120249139	1	PKIA
ENSGALG00000011522	5	50525667	50547048	1	TRMT61A
ENSGALG00000021634	23	4225505	4234046	-1	MAP7D1
ENSGALG00000033927	33	7200842	7202344	-1	MFSD5
ENSGALG00000013579	4	61698013	61798424	-1	FAT1
ENSGALG00000003759	10	5138735	5486292	1	RORA
ENSGALG00000041643	28	1203420	1242963	-1	NFIC
ENSGALG00000017119	1	178822909	178879534	-1	TNFRSF19
ENSGALG00000014675	Z	57563915	57592147	-1	RHOBTB3
ENSGALG00000048265	1	78934125	78937447	1	
ENSGALG00000007434	14	12387740	12420305	-1	RHBDF1
ENSGALG00000008739	2	20283219	20330243	1	MINDY3
ENSGALG00000054098	2	119938214	119940145	1	
ENSGALG00000050594	1	78925717	78977145	1	
ENSGALG00000011744	7	27415443	27857542	1	KALRN
ENSGALG00000004874	21	6409998	6416533	-1	PPIH
ENSGALG00000010768	3	35970274	35972202	-1	PIGM
ENSGALG00000047397	2	119895804	119909238	1	
ENSGALG00000014906	Z	15932055	15940610	-1	MOCS2
ENSGALG00000027483	Z	57547979	57556623	1	GLRX
ENSGALG00000016316	3	88302328	88310936	1	GCM1
ENSGALG00000054634	28	1197427	1200633	1	
ENSGALG00000010762	3	35912417	35927799	1	OPN3
ENSGALG00000008139	3	2560870	2680684	-1	EML6
ENSGALG00000008728	2	20127432	20147266	-1	PTER
ENSGALG00000025608	1	178817521	178817622	1	U6
ENSGALG00000011511	5	50513973	50524885	-1	CKB
ENSGALG00000017524	28	1185679	1189321	1	DOHH
ENSGALG00000047647	1	78879681	78923402	1	PRSS3
ENSGALG00000026559	14	12384779	12387275	1	SNRNP25
ENSGALG00000035752	2	119484870	119507975	-1	PEX2
ENSGALG00000004848	21	6397421	6405423	-1	YBX1
ENSGALG00000010760	3	35868590	35890278	-1	
ENSGALG00000016314	3	88246591	88283573	1	ELOVL5
ENSGALG00000008370	7	11462356	11480366	-1	TRAK2
ENSGALG00000003548	14	1552022	1586667	-1	BAIAP2L1
ENSGALG00000017681	14	12384106	12384860	-1	POLR3K
ENSGALG00000032554	2	20120548	20125233	1	C1QL3
ENSGALG00000014678	Z	57470318	57523525	1	ELL2
ENSGALG00000005857	6	18466839	18488267	-1	ALOX5
ENSGALG00000039733	28	1181751	1184394	1	
ENSGALG00000010748	3	35824198	35839291	-1	EXO1
ENSGALG00000002144	23	4205132	4226583	-1	THRAP3
ENSGALG00000008368	12	19697218	19731666	-1	RAD18
ENSGALG00000051342	30	1305321	1316496	1	
ENSGALG00000043756	28	4159762	4161927	1	PEX11G
ENSGALG00000021561	21	6393638	6396098	1	
ENSGALG00000007931	1	14993975	15007776	1	DLD
ENSGALG00000017118	1	178737986	178812572	1	MIPEP
ENSGALG00000010741	3	35797770	35799577	1	MAP1LC3C
ENSGALG00000039942	4	84541204	84762592	1	CTBP1
ENSGALG00000039316	12	6788334	6838558	-1	FAM120A
ENSGALG00000054324	1	78879488	78883022	1	
ENSGALG00000040891	2	19999990	20097489	1	RSU1
ENSGALG00000016529	1	121923761	122022946	-1	CDKL5
ENSGALG00000029927	17	9197371	9251703	-1	STRBP
ENSGALG00000016431	Z	82009343	82120633	1	PAX5
ENSGALG00000001626	18	3657523	3661970	-1	
ENSGALG00000040737	6	784909	948546	1	
ENSGALG00000048020	30	1212879	1221994	1	
ENSGALG00000031222	33	7194647	7198415	-1	SPRYD3
ENSGALG00000037164	2	119316650	119443316	1	ZFHX4
