Chicken_geneSymbol		Chicken_chromosome	Gene start (bp)	Gene end (bp)	Chicken_gene_name	Quail_geneSymbol	Quail_geneName	Quail_Chromosome	Japanese quail homology type	"Japanese quail orthology confidence [0 low, 1 high]"
ENSGALG00000027561		8	16965972	16968953	GNG5	ENSCJPG00005008338		8	ortholog_one2one	1
ENSGALG00000006630		20	10240466	10245423	COMMD7	ENSCJPG00005005290		20	ortholog_one2one	1
ENSGALG00000015193		1	84661651	84685255	CCDC80	ENSCJPG00005017467		1	ortholog_one2one	1
ENSGALG00000034078		1	54676399	54693423	GLT8D2	ENSCJPG00005018305	GLT8D2	1	ortholog_one2one	1
ENSGALG00000016779		1	134765809	134783865	RNF149	ENSCJPG00005001315	RNF149	1	ortholog_one2one	1
ENSGALG00000039363		12	10777616	10797343	TXNRD3	ENSCJPG00005015989	TXNRD3	12	ortholog_one2one	1
ENSGALG00000010836		2	28740786	28814243	AHR	ENSCJPG00005011879	AHR	2	ortholog_one2one	1
ENSGALG00000006782		10	13615877	13618457	MRPL46	ENSCJPG00005020394	MRPL46	10	ortholog_one2one	1
ENSGALG00000015677		Z	66362196	66399087	SUSD1	ENSCJPG00005001590	SUSD1	Z	ortholog_one2one	1
ENSGALG00000008124		6	24344499	24347587	BORCS7	ENSCJPG00005019991		6	ortholog_one2one	1
ENSGALG00000007676		18	10383573	10388399	EME1	ENSCJPG00005021531	EME1	18	ortholog_one2one	1
ENSGALG00000011673		3	46008049	46008915	STX11	ENSCJPG00005005444	STX11	3	ortholog_one2one	1
ENSGALG00000008796		8	16969699	16975356	RPF1	ENSCJPG00005008339	RPF1	8	ortholog_one2one	1
ENSGALG00000035853		27	6522600	6525557	SCRN2	ENSCJPG00005019389	SCRN2	27	ortholog_one2one	1
ENSGALG00000011986		4	54716739	54719703	FABP2	ENSCJPG00005003730	FABP2	4	ortholog_one2one	1
ENSGALG00000008326		4	14162384	14186992		ENSCJPG00005017229		4	ortholog_one2one	1
ENSGALG00000003539		23	5393111	5412913	KIAA1522	ENSCJPG00005001391	KIAA1522	23	ortholog_one2one	1
ENSGALG00000014765		Z	20586231	20606756	TRIM23	ENSCJPG00005010912	TRIM23	Z	ortholog_one2one	1
ENSGALG00000033638		2	124712148	124778783	SLC26A7	ENSCJPG00005000419	SLC26A7	2	ortholog_one2one	1
ENSGALG00000052867		5	225860	230151	CABP4	ENSCJPG00005013138	CABP4	5	ortholog_one2one	1
ENSGALG00000033231		33	5826668	5834642	RACGAP1	ENSCJPG00005019959	RACGAP1	LGE22C19W28_E50C23	ortholog_one2one	1
ENSGALG00000040947		1	134789668	134805086	CREG2	ENSCJPG00005001319	CREG2	1	ortholog_one2one	1
ENSGALG00000025864		11	11041561	11112119	WTIP	ENSCJPG00005014630	WTIP	11	ortholog_one2one	1
ENSGALG00000012544		7	36204915	36208072		ENSCJPG00005020497		7	ortholog_one2one	1
ENSGALG00000040784		4	14195244	14202404	RAB39B	ENSCJPG00005017230	RAB39B	4	ortholog_one2one	1
ENSGALG00000042584		2	75767746	75798868	MARCHF11	ENSCJPG00005015515	MARCHF11	2	ortholog_one2one	1
ENSGALG00000028069		1	23387565	23397783	WNT16	ENSCJPG00005008702	WNT16	1	ortholog_one2one	1
ENSGALG00000045388		1	134811550	134825508	RFX8	ENSCJPG00005001327	RFX8	1	ortholog_one2one	1
ENSGALG00000008325		5	23632981	23671034	CKAP5	ENSCJPG00005012374	CKAP5	5	ortholog_one2one	1
ENSGALG00000003563		23	5412996	5417808	YARS	ENSCJPG00005001396	YARS1	23	ortholog_one2one	1
ENSGALG00000011990		4	54729233	54752851	USP53	ENSCJPG00005003725	USP53	4	ortholog_one2one	1
ENSGALG00000015682		Z	66458648	66484239	UGCG	ENSCJPG00005001608	UGCG	Z	ortholog_one2one	1
ENSGALG00000005006		11	11119446	11136709	UBA2	ENSCJPG00005014631	UBA2	11	ortholog_one2one	1
ENSGALG00000015197		1	84688230	84701091	SLC35A5	ENSCJPG00005017468	SLC35A5	1	ortholog_one2one	1
ENSGALG00000011991		4	54775901	54793119	MYOZ2	ENSCJPG00005003734	MYOZ2	4	ortholog_one2one	1
ENSGALG00000040241		10	13669102	13847266	NTRK3	ENSCJPG00005020395	NTRK3	10	ortholog_one2one	1
ENSGALG00000028982		3	94980479	94986009	CMPK2	ENSCJPG00005008614	CMPK2	3	ortholog_one2one	1
ENSGALG00000029632		12	10860472	10880643	CHST13	ENSCJPG00005015991	CHST13	12	ortholog_one2one	1
ENSGALG00000009095		3	8231020	8250534	LHCGR	ENSCJPG00005001245		3	ortholog_one2one	1
ENSGALG00000031457		1	54693128	54704028	TDG	ENSCJPG00005018306	TDG	1	ortholog_one2one	1
ENSGALG00000008133		6	24348004	24352786	AS3MT	ENSCJPG00005019992	AS3MT	6	ortholog_one2one	1
ENSGALG00000031947		2	75831410	75998658	FBXL7	ENSCJPG00005015513	FBXL7	2	ortholog_one2one	1
ENSGALG00000012256		3	46032734	46380904	UTRN	ENSCJPG00005005454	UTRN	3	ortholog_one2one	1
ENSGALG00000009023		1	23568700	23587086	ING3	ENSCJPG00005012141	ING3	1	ortholog_one2one	1
ENSGALG00000028790		8	16993720	17017021	DNASE2B	ENSCJPG00005008343	DNASE2B	8	ortholog_one2one	1
ENSGALG00000001096		28	2523110	2525051	UQCR11	ENSCJPG00005010315		28	ortholog_one2one	1
ENSGALG00000030548		5	227858	234140	OSBP	ENSCJPG00005013139	OSBP	5	ortholog_one2one	1
ENSGALG00000041461		20	10249947	10263322	DNMT3B	ENSCJPG00005005284	DNMT3B	20	ortholog_one2one	1
ENSGALG00000012545		7	36217989	36226734	CYTIP	ENSCJPG00005020495	CYTIP	7	ortholog_one2one	1
ENSGALG00000042641		5	233987	238674	PATL1	ENSCJPG00005013140	PATL1	5	ortholog_one2one	1
ENSGALG00000016400		3	94991681	95016338	RSAD2	ENSCJPG00005008615	RSAD2	3	ortholog_one2one	1
ENSGALG00000008389		4	14203581	14211407	VBP1	ENSCJPG00005017231	VBP1	4	ortholog_one2one	1
ENSGALG00000034289		12	10886479	10909611	SLC41A3	ENSCJPG00005015992	SLC41A3	12	ortholog_one2one	1
ENSGALG00000012964		2	76157176	76405248	ANKH	ENSCJPG00005015490	ANKH	2	ortholog_one2one	1
ENSGALG00000035153		5	238695	243213	STX3	ENSCJPG00005013141	STX3	5	ortholog_one2one	1
ENSGALG00000011994		4	54815201	54903904	SYNPO2	ENSCJPG00005003736	SYNPO2	4	ortholog_one2one	1
ENSGALG00000001101		28	2527626	2543765	MBD3	ENSCJPG00005010316		28	ortholog_one2one	1
ENSGALG00000008160		6	24353656	24452939	CNNM2	ENSCJPG00005019993	CNNM2	6	ortholog_one2one	1
ENSGALG00000014387		27	6528661	6530620	MRPL10	ENSCJPG00005019391	MRPL10	27	ortholog_one2one	1
ENSGALG00000041257		7	36236395	36252054	ACVR1C	ENSCJPG00005020494	ACVR1C	7	ortholog_one2one	1
ENSGALG00000035136		Z	66555133	66586861	SHOC1	ENSCJPG00005001625	SHOC1	Z	ortholog_one2one	1
ENSGALG00000026747		3	8253719	8265723	GTF2A1L	ENSCJPG00005001252	GTF2A1L	3	ortholog_one2one	1
ENSGALG00000008834		8	17005989	17013371		ENSCJPG00005008342		8	ortholog_one2one	1
ENSGALG00000015683		Z	66590950	66596998	GNG10	ENSCJPG00005001652	GNG10	Z	ortholog_one2one	1
ENSGALG00000006076		13	14754116	14817923	RASGEF1C	ENSCJPG00005005236	RASGEF1C	13	ortholog_one2one	1
ENSGALG00000038812		18	10388535	10391785	MRPL27	ENSCJPG00005021532	MRPL27	18	ortholog_one2one	1
ENSGALG00000037301		7	36257915	36304135	ACVR1	ENSCJPG00005020493	ACVR1	7	ortholog_one2one	1
ENSGALG00000014767		Z	20606619	20631370	TRAPPC13	ENSCJPG00005010735	TRAPPC13	Z	ortholog_one2one	1
ENSGALG00000033091		2	124950602	125056942	RUNX1T1	ENSCJPG00005000447	RUNX1T1	2	ortholog_one2one	1
ENSGALG00000029419		5	243858	244816	MRPL16	ENSCJPG00005013154	MRPL16	5	ortholog_one2one	1
ENSGALG00000015684		Z	66601376	66607870		ENSCJPG00005001665		Z	ortholog_one2one	1
ENSGALG00000008179		6	24460271	24516319	NT5C2	ENSCJPG00005019994		6	ortholog_one2one	1
ENSGALG00000007702		18	10396712	10410104	XYLT2	ENSCJPG00005021533	XYLT2	18	ortholog_one2one	1
ENSGALG00000040380		19	7228177	7240979	RAD51C	ENSCJPG00005017243	RAD51C	19	ortholog_one2one	1
ENSGALG00000008835		8	17017291	17029086	THAP10	ENSCJPG00005008347	SAMD13	8	ortholog_one2one	1
ENSGALG00000052296		28	2551321	2558459	MEX3D	ENSCJPG00005010317	MEX3D	28	ortholog_one2one	1
ENSGALG00000003567		23	5427586	5438486	FNDC5	ENSCJPG00005001399	FNDC5	23	ortholog_one2one	1
ENSGALG00000028709		3	95000776	95059703	RNF144A	ENSCJPG00005008634	RNF144A	3	ortholog_one2one	1
ENSGALG00000002428		14	15355914	15363700	ZP2	ENSCJPG00005018793	ZP2	14	ortholog_one2one	1
ENSGALG00000031546		5	245338	250177		ENSCJPG00005013157		5	ortholog_one2one	1
ENSGALG00000005061		19	7304190	7308630	PPM1E	ENSCJPG00005017244	PPM1E	19	ortholog_one2one	1
ENSGALG00000009092		3	8270256	8292236	STON1	ENSCJPG00005001259		3	ortholog_one2one	1
ENSGALG00000015689		Z	66608737	66666770	ECPAS	ENSCJPG00005001753	ECPAS	Z	ortholog_one2one	1
ENSGALG00000010840		2	28965435	29025740	SNX13	ENSCJPG00005011883	SNX13	2	ortholog_one2one	1
ENSGALG00000050240		27	6538026	6545277	TBX21	ENSCJPG00005019401	TBX21	27	ortholog_one2one	1
ENSGALG00000035016		3	95853920	95856597	ID2	ENSCJPG00005008665	Id2	3	ortholog_one2one	1
ENSGALG00000006057		13	14827875	14836883	CLK4	ENSCJPG00005005226	CLK4	13	ortholog_one2one	1
ENSGALG00000009029		1	23609312	23654509	TSPAN12	ENSCJPG00005012142	TSPAN12	1	ortholog_one2one	1
ENSGALG00000006260		9	4998020	5005575	KLHL30	ENSCJPG00005001693	KLHL30	9	ortholog_one2one	1
ENSGALG00000036133		12	11023383	11032726	KLF15	ENSCJPG00005016002	KLF15	12	ortholog_one2one	1
ENSGALG00000033789		1	54708818	54718953	HSP90B1	ENSCJPG00005018299	HSP90B1	1	ortholog_one2one	1
ENSGALG00000006819		10	14062978	14334624	AGBL1	ENSCJPG00005020399	AGBL1	10	ortholog_one2one	1
ENSGALG00000001108		28	2559679	2576547	MIER2	ENSCJPG00005010318	MIER2	28	ortholog_one2one	1
ENSGALG00000016781		1	134881704	135030233	MAP4K4	ENSCJPG00005002274	MAP4K4	1	ortholog_one2one	1
ENSGALG00000003573		23	5443485	5446113	HPCA	ENSCJPG00005001401	HPCA	23	ortholog_one2one	1
ENSGALG00000038154		1	183975461	184057285	YAP1	ENSCJPG00005003761	YAP1	1	ortholog_one2one	1
ENSGALG00000045427		7	36305671	36310853	UPP2	ENSCJPG00005020788	UPP2	7	ortholog_one2one	1
ENSGALG00000005084		19	7313633	7334393	TRIM37	ENSCJPG00005017245	TRIM37	19	ortholog_one2one	1
ENSGALG00000036962		27	6572282	6591811	KPNB1	ENSCJPG00005000892	KPNB1	27	ortholog_one2one	1
ENSGALG00000044610		12	11055336	11066489	CFAP100	ENSCJPG00005016005	CFAP100	12	ortholog_one2one	1
ENSGALG00000028530		8	17038653	17105179		ENSCJPG00005008353		8	ortholog_one2one	1
ENSGALG00000050943		23	5446874	5449628	RNF19B	ENSCJPG00005001411	RNF19B	23	ortholog_one2one	1
ENSGALG00000007713		18	10410168	10414906	CD300LG	ENSCJPG00005021534		18	ortholog_one2one	1
ENSGALG00000012555		7	36314871	36353560	CCDC148	ENSCJPG00005020789	CCDC148	7	ortholog_one2one	1
ENSGALG00000012000		4	54976336	54999992	METTL14	ENSCJPG00005003753	METTL14	4	ortholog_one2one	1
ENSGALG00000029298		1	84730514	84766850	F5	ENSCJPG00005017471	F5	1	ortholog_one2one	1
ENSGALG00000001121		28	2578636	2605473	SH3GL1	ENSCJPG00005010319	SH3GL1	28	ortholog_one2one	1
ENSGALG00000030487		12	11068883	11078082		ENSCJPG00005016011		12	ortholog_one2one	1
ENSGALG00000016409		3	95874104	95933821	KIDINS220	ENSCJPG00005008683	KIDINS220	3	ortholog_one2one	1
ENSGALG00000003597		23	5470579	5477371	AK2	ENSCJPG00005001420	AK2	23	ortholog_one2one	1
ENSGALG00000031332		27	6592624	6623648	NPEPPS	ENSCJPG00005000955	NPEPPS	27	ortholog_one2one	1
ENSGALG00000006826		10	14396229	14405244	KLHL25	ENSCJPG00005020402	KLHL25	10	ortholog_one2one	1
ENSGALG00000009086		3	8325117	8350293	EHD3	ENSCJPG00005001263	EHD3	3	ortholog_one2one	1
ENSGALG00000002056		15	1558449	1575120	TANGO2	ENSCJPG00005019153	TANGO2	15	ortholog_one2one	1
ENSGALG00000015218		1	84778681	84788885	SLC19A2	ENSCJPG00005017472	SLC19A2	1	ortholog_one2one	1
ENSGALG00000024631		5	23664133	23664243		ENSCJPG00005013562		5	ortholog_one2one	1
ENSGALG00000012561		7	36368611	36435156	PKP4	ENSCJPG00005020790	PKP4	7	ortholog_one2one	1
ENSGALG00000008332		5	23673116	23683121	F2	ENSCJPG00005013566		5	ortholog_one2one	1
ENSGALG00000006306		12	11080285	11103940	UROC1	ENSCJPG00005016013	UROC1	12	ortholog_one2one	1
ENSGALG00000009066		1	23662850	23926311	KCND2	ENSCJPG00005012143	KCND2	1	ortholog_one2one	1
ENSGALG00000012145		5	56361766	56369688	TBPL2	ENSCJPG00005006225	TBPL2	5	ortholog_one2one	1
ENSGALG00000038109		27	6625586	6629571	MRPL45	ENSCJPG00005000986	MRPL45	27	ortholog_one2one	1
ENSGALG00000040619		5	261217	263311	BAAT	ENSCJPG00005013158	BAAT	5	ortholog_one2one	1
ENSGALG00000054629		11	11137604	11143038	PDCD2L	ENSCJPG00005014632		11	ortholog_one2one	1
ENSGALG00000006253		9	5001443	5010056	ILKAP	ENSCJPG00005001698	ILKAP	9	ortholog_one2one	1
ENSGALG00000015221		1	84792952	84802664	CCDC181	ENSCJPG00005017473	CCDC181	1	ortholog_one2one	1
ENSGALG00000017189		1	184057697	184077150	C1H11ORF70	ENSCJPG00005003768	CFAP300	1	ortholog_one2one	1
ENSGALG00000015691		Z	66668700	66692579	SMC2	ENSCJPG00005002290	SMC2	Z	ortholog_one2one	1
ENSGALG00000009069		3	8356314	8379148	CAPN14	ENSCJPG00005001274	CAPN14	3	ortholog_one2one	1
ENSGALG00000016412		3	95942849	96033545	MBOAT2	ENSCJPG00005011009	MBOAT2	3	ortholog_one2one	1
ENSGALG00000003895		17	6255537	6261662	PRDM12	ENSCJPG00005001974	PRDM12	17	ortholog_one2one	1
ENSGALG00000003614		23	5476662	5483514	AZIN2	ENSCJPG00005001454	AZIN2	23	ortholog_one2one	1
ENSGALG00000006657		20	10263977	10271702	MAPRE1	ENSCJPG00005005282	MAPRE1	20	ortholog_one2one	1
ENSGALG00000001126		28	2605859	2620370	CHAF1A	ENSCJPG00005010320	CHAF1A	28	ortholog_one2one	1
ENSGALG00000012275		3	46588323	46628360	EPM2A	ENSCJPG00005005632	EPM2A	3	ortholog_one2one	1
ENSGALG00000006325		12	11116418	11157789		ENSCJPG00005016121		12	ortholog_one2one	1
ENSGALG00000015225		1	84803475	84810188	BLZF1	ENSCJPG00005017474	BLZF1	1	ortholog_one2one	1
ENSGALG00000017190		1	184104312	184140429	CEP126	ENSCJPG00005003770	CEP126	1	ortholog_one2one	1
ENSGALG00000009078		3	8390484	8454832	GALNT14	ENSCJPG00005001296	GALNT14	3	ortholog_one2one	1
ENSGALG00000019543		2	76264871	76273509	OTULIN	ENSCJPG00005015510	OTULIN	2	ortholog_one2one	1
ENSGALG00000006328		12	11166241	11175396	CHCHD4	ENSCJPG00005016122	CHCHD4	12	ortholog_one2one	1
ENSGALG00000042357		5	23690228	23712610	ARHGAP1	ENSCJPG00005013573	ARHGAP1	5	ortholog_one2one	1
ENSGALG00000001146		28	2621315	2626103	UBXN6	ENSCJPG00005010321	UBXN6	28	ortholog_one2one	1
ENSGALG00000017191		1	184143212	184157279	ANGPTL5	ENSCJPG00005003777	ANGPTL5	1	ortholog_one2one	1
ENSGALG00000050797		27	6640485	6650592	SOCS7	ENSCJPG00005001011	SOCS7	27	ortholog_one2one	1
ENSGALG00000040373		17	6263125	6267630	EXOSC2	ENSCJPG00005001981	EXOSC2	17	ortholog_one2one	1
ENSGALG00000012004		4	55019083	55052946	PRSS12	ENSCJPG00005003756	PRSS12	4	ortholog_one2one	1
ENSGALG00000006345		12	11175609	11186645	TMEM43	ENSCJPG00005016123	TMEM43	12	ortholog_one2one	1
ENSGALG00000007650		18	10437507	10444800	SLC9A3R1	ENSCJPG00005021539	SLC9A3R1	18	ortholog_one2one	1
ENSGALG00000020084		3	8479768	8512438	CAPN13	ENSCJPG00005001316	CAPN13	3	ortholog_one2one	1
ENSGALG00000012148		5	56371803	56387589	ATG14	ENSCJPG00005006230	ATG14	5	ortholog_one2one	1
ENSGALG00000032563		5	56391533	56427632	FBXO34	ENSCJPG00005006231	FBXO34	5	ortholog_one2one	1
ENSGALG00000041684		3	46644883	46659412	FBXO30	ENSCJPG00005005635	FBXO30	3	ortholog_one2one	1
ENSGALG00000033126		15	1582715	1593688	DGCR8	ENSCJPG00005019155	DGCR8	15	ortholog_one2one	1
ENSGALG00000003923		7	4846504	4899768	COL6A3	ENSCJPG00005014145	COL6A3	7	ortholog_one2one	1
ENSGALG00000053599		15	1582783	1582859		ENSCJPG00005019154		15	ortholog_one2one	1
ENSGALG00000003625		23	5484215	5485837	NDUFS5	ENSCJPG00005001463	NDUFS5	23	ortholog_one2one	1
ENSGALG00000025271		15	1583098	1583185		ENSCJPG00005019157		15	ortholog_one2one	1
ENSGALG00000006357		12	11188945	11196767	XPC	ENSCJPG00005016125	XPC	12	ortholog_one2one	1
ENSGALG00000016419		3	96096130	96181444	ASAP2	ENSCJPG00005011015	ASAP2	3	ortholog_one2one	1
ENSGALG00000012965		2	76282124	76306131	FAM105A	ENSCJPG00005015509	OTULINL	2	ortholog_one2one	1
ENSGALG00000012289		3	46689545	46735983	SHPRH	ENSCJPG00005005637	SHPRH	3	ortholog_one2one	1
ENSGALG00000027068		28	2628379	2639290	HDGFRP2	ENSCJPG00005010322	HDGFL2	28	ortholog_one2one	1
ENSGALG00000002094		15	1597453	1604407	TRMT2A	ENSCJPG00005019158	TRMT2A	15	ortholog_one2one	1
ENSGALG00000012165		5	56433608	56454798	DLGAP5	ENSCJPG00005006235	DLGAP5	5	ortholog_one2one	1
ENSGALG00000002490		14	15382194	15393648	UQCRC2	ENSCJPG00005018802		14	ortholog_one2one	1
ENSGALG00000005093		19	7348128	7352660		ENSCJPG00005017248		19	ortholog_one2one	1
ENSGALG00000007723		18	10447902	10451391	NAT9	ENSCJPG00005021540	NAT9	18	ortholog_one2one	1
ENSGALG00000002107		15	1601083	1613660	RANBP1	ENSCJPG00005019160	RANBP1	15	ortholog_one2one	1
ENSGALG00000006662		20	10288014	10296054	BPIFB3	ENSCJPG00005005281		20	ortholog_one2one	1
ENSGALG00000014381		13	14988688	15014765	HNRNPAB	ENSCJPG00005005218	HNRNPAB	13	ortholog_one2one	1
ENSGALG00000009056		3	8530368	8636888	LCLAT1	ENSCJPG00005001334	LCLAT1	3	ortholog_one2one	1
ENSGALG00000008850		8	17124650	17182287	TTLL7	ENSCJPG00005008366	TTLL7	8	ortholog_one2one	1
ENSGALG00000029416		1	184326387	184418640	TRPC6	ENSCJPG00005003793	TRPC6	1	ortholog_one2one	1
ENSGALG00000017858		4	55057419	55057549	SNORA24	ENSCJPG00005003760	SNORA24	4	ortholog_one2one	1
ENSGALG00000015230		1	84810190	84899752	NME7	ENSCJPG00005017475	NME7	1	ortholog_one2one	1
ENSGALG00000005103		19	7353284	7364909	GDPD1	ENSCJPG00005017249	GDPD1	19	ortholog_one2one	1
ENSGALG00000036530		5	269082	273260	PRPF19	ENSCJPG00005013161	PRPF19	5	ortholog_one2one	1
ENSGALG00000003875		17	6313958	6334825	ABL1	ENSCJPG00005002012	ABL1	17	ortholog_one2one	1
ENSGALG00000012010		4	55063378	55126784	NDST3	ENSCJPG00005003762	NDST3	4	ortholog_one2one	1
ENSGALG00000012173		5	56457111	56460218	LGALS3	ENSCJPG00005006236	LGALS3	5	ortholog_one2one	1
ENSGALG00000014768		Z	20633050	20653718	SGTB	ENSCJPG00005010731	SGTB	Z	ortholog_one2one	1
ENSGALG00000029746		1	54748399	54768748	NT5DC3	ENSCJPG00005002866	NT5DC3	1	ortholog_one2one	1
ENSGALG00000008408		4	14256173	14306628	GAB3	ENSCJPG00005017234	GAB3	4	ortholog_one2one	1
ENSGALG00000028801		19	7369597	7400205	YPEL2	ENSCJPG00005017270	YPEL2	19	ortholog_one2one	1
ENSGALG00000025587		15	1610908	1611040		ENSCJPG00005019161		15	ortholog_one2one	1
ENSGALG00000006425		12	11318269	11407020	SLC6A6	ENSCJPG00005016131	SLC6A6	12	ortholog_one2one	1
ENSGALG00000003866		17	6343648	6354483	FIBCD1	ENSCJPG00005002254	FIBCD1	17	ortholog_one2one	1
ENSGALG00000012570		7	36480800	36530667	TANC1	ENSCJPG00005020796	TANC1	7	ortholog_one2one	1
ENSGALG00000017195		1	184494415	184532824	PGR	ENSCJPG00005003805	PGR	1	ortholog_one2one	1
ENSGALG00000023920		13	14995062	15005975	PHYKPL	ENSCJPG00005005220	PHYKPL	13	ortholog_one2one	1
ENSGALG00000007747		18	10451542	10493098	TMEM104	ENSCJPG00005021541	TMEM104	18	ortholog_one2one	1
ENSGALG00000002124		15	1614684	1697331	ZDHHC8	ENSCJPG00005019162	ZDHHC8	15	ortholog_one2one	1
ENSGALG00000005126		19	7410886	7423059	DHX40	ENSCJPG00005017271	DHX40	19	ortholog_one2one	1
ENSGALG00000032628		27	6683855	6736329	SRCIN1	ENSCJPG00005002304	SRCIN1	27	ortholog_one2one	1
ENSGALG00000039710		33	5847783	5910234	HDAC7	ENSCJPG00005019960	HDAC7	LGE22C19W28_E50C23	ortholog_one2one	1
ENSGALG00000012297		3	46755894	46932292	GRM1	ENSCJPG00005005684	GRM1	3	ortholog_one2one	1
ENSGALG00000035490		5	56465775	56474283	MAPK1IP1L	ENSCJPG00005006239	MAPK1IP1L	5	ortholog_one2one	1
ENSGALG00000014769		Z	20653928	20692517	NLN	ENSCJPG00005010268	NLN	Z	ortholog_one2one	1
ENSGALG00000039245		1	54771871	54848374	STAB2	ENSCJPG00005000083	STAB2	1	ortholog_one2one	1
ENSGALG00000009052		3	8705197	8715863	LBH	ENSCJPG00005001339	LBH	3	ortholog_one2one	1
ENSGALG00000021972		28	2639957	2642578	PLIN4	ENSCJPG00005010323		28	ortholog_one2one	1
ENSGALG00000029834		17	6378663	6390710	AIF1L	ENSCJPG00005003463	AIF1L	17	ortholog_one2one	1
ENSGALG00000008347		5	23721124	23734856	ATG13	ENSCJPG00005013688	ATG13	5	ortholog_one2one	1
ENSGALG00000012179		5	56487610	56496095	SOCS4	ENSCJPG00005006240	SOCS4	5	ortholog_one2one	1
ENSGALG00000008431		4	14314490	14340811	SMARCA1	ENSCJPG00005017238	SMARCA1	4	ortholog_one2one	1
ENSGALG00000030250		10	14650564	14672563	SV2B	ENSCJPG00005020404	SV2B	10	ortholog_one2one	1
ENSGALG00000016421		3	96183941	96191112	ITGB1BP1	ENSCJPG00005011017	ITGB1BP1	3	ortholog_one2one	1
ENSGALG00000005139		19	7424483	7453824	CLTC	ENSCJPG00005017272	CLTC	19	ortholog_one2one	1
ENSGALG00000017196		1	184547720	184703043	ARHGAP42	ENSCJPG00005003808	ARHGAP42	1	ortholog_one2one	1
ENSGALG00000041298		14	15396046	15412161		ENSCJPG00005018804		14	ortholog_one2one	1
ENSGALG00000020943		9	5044890	5048399	AGXT	ENSCJPG00005002074	AGXT	9	ortholog_one2one	1
ENSGALG00000009047		3	8735999	8745985	YPEL5	ENSCJPG00005001342	YPEL5	3	ortholog_one2one	1
ENSGALG00000006666		20	10297297	10301910	BPIFB2	ENSCJPG00005004618		20	ortholog_one2one	1
ENSGALG00000006871		10	14786967	14897705	SLCO3A1	ENSCJPG00005020405	SLCO3A1	10	ortholog_one2one	1
ENSGALG00000006044		9	5048219	5051725	MAB21L4	ENSCJPG00005002089	MAB21L4	9	ortholog_one2one	1
ENSGALG00000014773		Z	20753783	20841038	ERBIN	ENSCJPG00005008093	ERBIN	Z	ortholog_one2one	1
ENSGALG00000041111		17	6391825	6428984	NUP214	ENSCJPG00005003464	NUP214	17	ortholog_one2one	1
ENSGALG00000002137		15	1710641	1716042	PGAM5	ENSCJPG00005019163	PGAM5	15	ortholog_one2one	1
ENSGALG00000012199		5	56496547	56526788	WDHD1	ENSCJPG00005006242	WDHD1	5	ortholog_one2one	1
ENSGALG00000015702		Z	66692894	66712751	PTGR1	ENSCJPG00005003524	PTGR1	Z	ortholog_one2one	1
ENSGALG00000015233		1	84899572	84913575	ATP1B1	ENSCJPG00005017476	ATP1B1	1	ortholog_one2one	1
ENSGALG00000012574		7	36526008	36550929	WDSUB1	ENSCJPG00005020808	WDSUB1	7	ortholog_one2one	1
ENSGALG00000033385		7	4967431	4976701	COPS8	ENSCJPG00005013762	COPS8	7	ortholog_one2one	1
ENSGALG00000006882		10	14943831	14967990	ST8SIA2	ENSCJPG00005020407	ST8SIA2	10	ortholog_one2one	1
ENSGALG00000043569		13	15019063	15029058	NME5	ENSCJPG00005005216	NME5	13	ortholog_one2one	1
ENSGALG00000008442		4	15290397	15521568	TENM1	ENSCJPG00005017430	TENM1	4	ortholog_one2one	1
ENSGALG00000036789		8	17785587	18095888	ADGRL2	ENSCJPG00005008376	ADGRL2	8	ortholog_one2one	1
ENSGALG00000053989		2	125408246	125457398	TRIQK	ENSCJPG00005000478	TRIQK	2	ortholog_one2one	1
ENSGALG00000043596		9	5058062	5076194	SNED1	ENSCJPG00005002116	SNED1	9	ortholog_one2one	1
ENSGALG00000017197		1	184782914	185386260	CNTN5	ENSCJPG00005003828	CNTN5	1	ortholog_one2one	1
ENSGALG00000031735		5	289584	293008	CD5	ENSCJPG00005013177		5	ortholog_one2one	1
ENSGALG00000012200		5	56530534	56547633	GCH1	ENSCJPG00005006250	GCH1	5	ortholog_one2one	1
ENSGALG00000051676		6	24515369	24521744	INA	ENSCJPG00005019995	INA	6	ortholog_one2one	1
ENSGALG00000009110		1	24490276	24495990	LSM8	ENSCJPG00005012150	LSM8	1	ortholog_one2one	1
ENSGALG00000051148		28	2643151	2645374		ENSCJPG00005010324		28	ortholog_one2one	1
ENSGALG00000054364		27	6759499	6761649		ENSCJPG00005002306		27	ortholog_one2one	1
ENSGALG00000002143		15	1720652	1738292	ANKLE2	ENSCJPG00005019164	ANKLE2	15	ortholog_one2one	1
ENSGALG00000008354		5	23739312	23743460	HARBI1	ENSCJPG00005013781	HARBI1	5	ortholog_one2one	1
ENSGALG00000027587		28	2646870	2647955		ENSCJPG00005010325		28	ortholog_one2one	1
ENSGALG00000034693		27	6774936	6812051	MLLT6	ENSCJPG00005002307	MLLT6	27	ortholog_one2one	1
